   130     1     7        DAL        OC1         OC
   131     1     7        DAL        OC2         OC
   132     1     8        NAG         C1     CC3162
   133     1     8        NAG         H1       HCA1
   134     1     8        NAG         C5     CC3163
   135     1     8        NAG         H5       HCA1
   136     1     8        NAG         O5     OC3C61
   137     1     8        NAG         C2     CC3161
   138     1     8        NAG         H2       HCA1
   139     1     8        NAG         NC        NH1
   140     1     8        NAG         HN          H
   141     1     8        NAG         CM         CC
   142     1     8        NAG         OM          O
   143     1     8        NAG         CC        CT3
   144     1     8        NAG        HC1        HA3
   145     1     8        NAG        HC2        HA3
   146     1     8        NAG        HC3        HA3
   147     1     8        NAG         C3     CC3161
   148     1     8        NAG         H3       HCA1
   149     1     8        NAG         O3      OC311
   150     1     8        NAG        HO3       HCP1
   151     1     8        NAG         C4     CC3161
   152     1     8        NAG         H4       HCA1
   153     1     8        NAG         O4      OC301
   154     1     8        NAG         C6      CC321
   155     1     8        NAG        H61       HCA2
   156     1     8        NAG        H62       HCA2
   157     1     8        NAG         O6      OC311
   158     1     8        NAG        HO6       HCP1
   159     1     9        NAM         C1     CC3162
   160     1     9        NAM         H1       HCA1
   161     1     9        NAM         C5     CC3163
   162     1     9        NAM         H5       HCA1
   163     1     9        NAM         O5     OC3C61
   164     1     9        NAM         C2     CC3161
   165     1     9        NAM         H2       HCA1
   166     1     9        NAM         NC        NH1
   167     1     9        NAM         HN          H
   168     1     9        NAM         CM         CC
   169     1     9        NAM         OM          O
   170     1     9        NAM         CC        CT3
   171     1     9        NAM        HC1        HA3
   172     1     9        NAM        HC2        HA3
   173     1     9        NAM        HC3        HA3
   174     1     9        NAM         C3     CC3161
   175     1     9        NAM         H3       HCA1
   176     1     9        NAM         O3      OC311
   177     1     9        NAM         CA        CT1
   178     1     9        NAM         HA        HB1
   179     1     9        NAM          C          C
   180     1     9        NAM          O          O
   181     1     9        NAM         CB        CT3
   182     1     9        NAM        HB1        HA3
   183     1     9        NAM        HB2        HA3
   184     1     9        NAM        HB3        HA3
   185     1     9        NAM         C4     CC3161
   186     1     9        NAM         H4       HCA1
   187     1     9        NAM         O4      OC301
   188     1     9        NAM         C6      CC321
   189     1     9        NAM        H61       HCA2
   190     1     9        NAM        H62       HCA2
   191     1     9        NAM         O6      OC311
   192     1     9        NAM        HO6       HCP1
   193     1    10        ALA          N        NH1
   194     1    10        ALA         HN          H
   195     1    10        ALA         CA        CT1
   196     1    10        ALA         HA        HB1
   197     1    10        ALA         CB        CT3
   198     1    10        ALA        HB1        HA3
   199     1    10        ALA        HB2        HA3
   200     1    10        ALA        HB3        HA3
   201     1    10        ALA          C          C
   202     1    10        ALA          O          O
   203     1    11        GLN          N        NH1
   204     1    11        GLN         HN          H
   205     1    11        GLN         CA        CT1
   206     1    11        GLN         HA        HB1
   207     1    11        GLN         CD         CC
   208     1    11        GLN        OE1          O
   209     1    11        GLN        NE2        NH2
   210     1    11        GLN       HE21          H
   211     1    11        GLN       HE22          H
   212     1    11        GLN         CB        CT2
   213     1    11        GLN        HB1        HA2
   214     1    11        GLN        HB2        HA2
   215     1    11        GLN         CG        CT2
   216     1    11        GLN        HG1        HA2
   217     1    11        GLN        HG2        HA2
   218     1    11        GLN          C          C
   219     1    11        GLN          O          O
   220     1    12        LYS          N        NH1
   221     1    12        LYS         HN          H
   222     1    12        LYS         CA        CT1
   223     1    12        LYS         HA        HB1
   224     1    12        LYS         CB        CT2
   225     1    12        LYS        HB1        HA2
   226     1    12        LYS        HB2        HA2
   227     1    12        LYS         CG        CT2
   228     1    12        LYS        HG1        HA2
   229     1    12        LYS        HG2        HA2
   230     1    12        LYS         CD        CT2
   231     1    12        LYS        HD1        HA2
   232     1    12        LYS        HD2        HA2
   233     1    12        LYS         CE        CT2
   234     1    12        LYS        HE1        HA2
   235     1    12        LYS        HE2        HA2
   236     1    12        LYS         NZ        NH3
   237     1    12        LYS        HZ1         HC
   238     1    12        LYS        HZ2         HC
   239     1    12        LYS        HZ3         HC
   240     1    12        LYS          C          C
   241     1    12        LYS          O          O
   242     1    13        DAL          N        NH1
   243     1    13        DAL         HN          H
   244     1    13        DAL         CA       CTD1
   245     1    13        DAL         HA        HB1
   246     1    13        DAL         CB        CT3
   247     1    13        DAL        HB1        HA3
   248     1    13        DAL        HB2        HA3
   249     1    13        DAL        HB3        HA3
   250     1    13        DAL          C          C
   251     1    13        DAL          O          O
   252     1    14        DAL          N        NH1
   253     1    14        DAL         HN          H
   254     1    14        DAL         CA       CTD1
   255     1    14        DAL         HA        HB1
   256     1    14        DAL         CB        CT3
   257     1    14        DAL        HB1        HA3
   258     1    14        DAL        HB2        HA3
   259     1    14        DAL        HB3        HA3
   260     1    14        DAL          C         CC
   261     1    14        DAL        OC1         OC
   262     1    14        DAL        OC2         OC
   263     1    15        NAG         C1     CC3162
   264     1    15        NAG         H1       HCA1
   265     1    15        NAG         C5     CC3163
   266     1    15        NAG         H5       HCA1
   267     1    15        NAG         O5     OC3C61
   268     1    15        NAG         C2     CC3161
   269     1    15        NAG         H2       HCA1
   270     1    15        NAG         NC        NH1
   271     1    15        NAG         HN          H
   272     1    15        NAG         CM         CC
   273     1    15        NAG         OM          O
   274     1    15        NAG         CC        CT3
   275     1    15        NAG        HC1        HA3
   276     1    15        NAG        HC2        HA3
   277     1    15        NAG        HC3        HA3
   278     1    15        NAG         C3     CC3161
   279     1    15        NAG         H3       HCA1
   280     1    15        NAG         O3      OC311
   281     1    15        NAG        HO3       HCP1
   282     1    15        NAG         C4     CC3161
   283     1    15        NAG         H4       HCA1
   284     1    15        NAG         O4      OC301
   285     1    15        NAG         C6      CC321
   286     1    15        NAG        H61       HCA2
   287     1    15        NAG        H62       HCA2
   288     1    15        NAG         O6      OC311
   289     1    15        NAG        HO6       HCP1
   290     1    16        NAM         C1     CC3162
   291     1    16        NAM         H1       HCA1
   292     1    16        NAM         C5     CC3163
   293     1    16        NAM         H5       HCA1
   294     1    16        NAM         O5     OC3C61
   295     1    16        NAM         C2     CC3161
   296     1    16        NAM         H2       HCA1
   297     1    16        NAM         NC        NH1
   298     1    16        NAM         HN          H
   299     1    16        NAM         CM         CC
   300     1    16        NAM         OM          O
   301     1    16        NAM         CC        CT3
   302     1    16        NAM        HC1        HA3
   303     1    16        NAM        HC2        HA3
   304     1    16        NAM        HC3        HA3
   305     1    16        NAM         C3     CC3161
   306     1    16        NAM         H3       HCA1
   307     1    16        NAM         O3      OC311
   308     1    16        NAM         CA        CT1
   309     1    16        NAM         HA        HB1
   310     1    16        NAM          C          C
   311     1    16        NAM          O          O
   312     1    16        NAM         CB        CT3
   313     1    16        NAM        HB1        HA3
   314     1    16        NAM        HB2        HA3
   315     1    16        NAM        HB3        HA3
   316     1    16        NAM         C4     CC3161
   317     1    16        NAM         H4       HCA1
   318     1    16        NAM         O4      OC301
   319     1    16        NAM         C6      CC321
   320     1    16        NAM        H61       HCA2
   321     1    16        NAM        H62       HCA2
   322     1    16        NAM         O6      OC311
   323     1    16        NAM        HO6       HCP1
   324     1    17        ALA          N        NH1
   325     1    17        ALA         HN          H
   326     1    17        ALA         CA        CT1
   327     1    17        ALA         HA        HB1
   328     1    17        ALA         CB        CT3
   329     1    17        ALA        HB1        HA3
   330     1    17        ALA        HB2        HA3
   331     1    17        ALA        HB3        HA3
   332     1    17        ALA          C          C
   333     1    17        ALA          O          O
   334     1    18        GLN          N        NH1
   335     1    18        GLN         HN          H
   336     1    18        GLN         CA        CT1
   337     1    18        GLN         HA        HB1
   338     1    18        GLN         CD         CC
   339     1    18        GLN        OE1          O
   340     1    18        GLN        NE2        NH2
   341     1    18        GLN       HE21          H
   342     1    18        GLN       HE22          H
   343     1    18        GLN         CB        CT2
   344     1    18        GLN        HB1        HA2
   345     1    18        GLN        HB2        HA2
   346     1    18        GLN         CG        CT2
   347     1    18        GLN        HG1        HA2
   348     1    18        GLN        HG2        HA2
   349     1    18        GLN          C          C
   350     1    18        GLN          O          O
   351     1    19        LYS          N        NH1
   352     1    19        LYS         HN          H
   353     1    19        LYS         CA        CT1
   354     1    19        LYS         HA        HB1
   355     1    19        LYS         CB        CT2
   356     1    19        LYS        HB1        HA2
   357     1    19        LYS        HB2        HA2
   358     1    19        LYS         CG        CT2
   359     1    19        LYS        HG1        HA2
   360     1    19        LYS        HG2        HA2
   361     1    19        LYS         CD        CT2
   362     1    19        LYS        HD1        HA2
   363     1    19        LYS        HD2        HA2
   364     1    19        LYS         CE        CT2
   365     1    19        LYS        HE1        HA2
   366     1    19        LYS        HE2        HA2
   367     1    19        LYS         NZ        NH3
   368     1    19        LYS        HZ1         HC
   369     1    19        LYS        HZ2         HC
   370     1    19        LYS        HZ3         HC
   371     1    19        LYS          C          C
   372     1    19        LYS          O          O
   373     1    20        DAL          N        NH1
   374     1    20        DAL         HN          H
   375     1    20        DAL         CA       CTD1
   376     1    20        DAL         HA        HB1
   377     1    20        DAL         CB        CT3
   378     1    20        DAL        HB1        HA3
   379     1    20        DAL        HB2        HA3
   380     1    20        DAL        HB3        HA3
   381     1    20        DAL          C          C
   382     1    20        DAL          O          O
   383     1    21        DAL          N        NH1
   384     1    21        DAL         HN          H
   385     1    21        DAL         CA       CTD1
   386     1    21        DAL         HA        HB1
   387     1    21        DAL         CB        CT3
   388     1    21        DAL        HB1        HA3
   389     1    21        DAL        HB2        HA3
   390     1    21        DAL        HB3        HA3
   391     1    21        DAL          C         CC
   392     1    21        DAL        OC1         OC
   393     1    21        DAL        OC2         OC
   394     1    22        NAG         C1     CC3162
   395     1    22        NAG         H1       HCA1
   396     1    22        NAG         C5     CC3163
   397     1    22        NAG         H5       HCA1
   398     1    22        NAG         O5     OC3C61
   399     1    22        NAG         C2     CC3161
   400     1    22        NAG         H2       HCA1
   401     1    22        NAG         NC        NH1
   402     1    22        NAG         HN          H
   403     1    22        NAG         CM         CC
   404     1    22        NAG         OM          O
   405     1    22        NAG         CC        CT3
   406     1    22        NAG        HC1        HA3
   407     1    22        NAG        HC2        HA3
   408     1    22        NAG        HC3        HA3
   409     1    22        NAG         C3     CC3161
   410     1    22        NAG         H3       HCA1
   411     1    22        NAG         O3      OC311
   412     1    22        NAG        HO3       HCP1
   413     1    22        NAG         C4     CC3161
   414     1    22        NAG         H4       HCA1
   415     1    22        NAG         O4      OC301
   416     1    22        NAG         C6      CC321
   417     1    22        NAG        H61       HCA2
   418     1    22        NAG        H62       HCA2
   419     1    22        NAG         O6      OC311
   420     1    22        NAG        HO6       HCP1
   421     1    23        NAM         C1     CC3162
   422     1    23        NAM         H1       HCA1
   423     1    23        NAM         C5     CC3163
   424     1    23        NAM         H5       HCA1
   425     1    23        NAM         O5     OC3C61
   426     1    23        NAM         C2     CC3161
   427     1    23        NAM         H2       HCA1
   428     1    23        NAM         NC        NH1
   429     1    23        NAM         HN          H
   430     1    23        NAM         CM         CC
   431     1    23        NAM         OM          O
   432     1    23        NAM         CC        CT3
   433     1    23        NAM        HC1        HA3
   434     1    23        NAM        HC2        HA3
   435     1    23        NAM        HC3        HA3
   436     1    23        NAM         C3     CC3161
   437     1    23        NAM         H3       HCA1
   438     1    23        NAM         O3      OC311
   439     1    23        NAM         CA        CT1
   440     1    23        NAM         HA        HB1
   441     1    23        NAM          C          C
   442     1    23        NAM          O          O
   443     1    23        NAM         CB        CT3
   444     1    23        NAM        HB1        HA3
   445     1    23        NAM        HB2        HA3
   446     1    23        NAM        HB3        HA3
   447     1    23        NAM         C4     CC3161
   448     1    23        NAM         H4       HCA1
   449     1    23        NAM         O4      OC301
   450     1    23        NAM         C6      CC321
   451     1    23        NAM        H61       HCA2
   452     1    23        NAM        H62       HCA2
   453     1    23        NAM         O6      OC311
   454     1    23        NAM        HO6       HCP1
   455     1    24        ALA          N        NH1
   456     1    24        ALA         HN          H
   457     1    24        ALA         CA        CT1
   458     1    24        ALA         HA        HB1
   459     1    24        ALA         CB        CT3
   460     1    24        ALA        HB1        HA3
   461     1    24        ALA        HB2        HA3
   462     1    24        ALA        HB3        HA3
   463     1    24        ALA          C          C
   464     1    24        ALA          O          O
   465     1    25        GLN          N        NH1
   466     1    25        GLN         HN          H
   467     1    25        GLN         CA        CT1
   468     1    25        GLN         HA        HB1
   469     1    25        GLN         CD         CC
   470     1    25        GLN        OE1          O
   471     1    25        GLN        NE2        NH2
   472     1    25        GLN       HE21          H
   473     1    25        GLN       HE22          H
   474     1    25        GLN         CB        CT2
   475     1    25        GLN        HB1        HA2
   476     1    25        GLN        HB2        HA2
   477     1    25        GLN         CG        CT2
   478     1    25        GLN        HG1        HA2
   479     1    25        GLN        HG2        HA2
   480     1    25        GLN          C          C
   481     1    25        GLN          O          O
   482     1    26        LYS          N        NH1
   483     1    26        LYS         HN          H
   484     1    26        LYS         CA        CT1
   485     1    26        LYS         HA        HB1
   486     1    26        LYS         CB        CT2
   487     1    26        LYS        HB1        HA2
   488     1    26        LYS        HB2        HA2
   489     1    26        LYS         CG        CT2
   490     1    26        LYS        HG1        HA2
   491     1    26        LYS        HG2        HA2
   492     1    26        LYS         CD        CT2
   493     1    26        LYS        HD1        HA2
   494     1    26        LYS        HD2        HA2
   495     1    26        LYS         CE        CT2
   496     1    26        LYS        HE1        HA2
   497     1    26        LYS        HE2        HA2
   498     1    26        LYS         NZ        NH3
   499     1    26        LYS        HZ1         HC
   500     1    26        LYS        HZ2         HC
   501     1    26        LYS        HZ3         HC
   502     1    26        LYS          C          C
   503     1    26        LYS          O          O
   504     1    27        DAL          N        NH1
   505     1    27        DAL         HN          H
   506     1    27        DAL         CA       CTD1
   507     1    27        DAL         HA        HB1
   508     1    27        DAL         CB        CT3
   509     1    27        DAL        HB1        HA3
   510     1    27        DAL        HB2        HA3
   511     1    27        DAL        HB3        HA3
   512     1    27        DAL          C          C
   513     1    27        DAL          O          O
   514     1    28        DAL          N        NH1
   515     1    28        DAL         HN          H
   516     1    28        DAL         CA       CTD1
   517     1    28        DAL         HA        HB1
   518     1    28        DAL         CB        CT3
   519     1    28        DAL        HB1        HA3
   520     1    28        DAL        HB2        HA3
   521     1    28        DAL        HB3        HA3
   522     1    28        DAL          C         CC
   523     1    28        DAL        OC1         OC
   524     1    28        DAL        OC2         OC
   525     1    29        NAG         C1     CC3162
   526     1    29        NAG         H1       HCA1
   527     1    29        NAG         C5     CC3163
   528     1    29        NAG         H5       HCA1
   529     1    29        NAG         O5     OC3C61
   530     1    29        NAG         C2     CC3161
   531     1    29        NAG         H2       HCA1
   532     1    29        NAG         NC        NH1
   533     1    29        NAG         HN          H
   534     1    29        NAG         CM         CC
   535     1    29        NAG         OM          O
   536     1    29        NAG         CC        CT3
   537     1    29        NAG        HC1        HA3
   538     1    29        NAG        HC2        HA3
   539     1    29        NAG        HC3        HA3
   540     1    29        NAG         C3     CC3161
   541     1    29        NAG         H3       HCA1
   542     1    29        NAG         O3      OC311
   543     1    29        NAG        HO3       HCP1
   544     1    29        NAG         C4     CC3161
   545     1    29        NAG         H4       HCA1
   546     1    29        NAG         O4      OC301
   547     1    29        NAG         C6      CC321
   548     1    29        NAG        H61       HCA2
   549     1    29        NAG        H62       HCA2
   550     1    29        NAG         O6      OC311
   551     1    29        NAG        HO6       HCP1
   552     1    30        NAM         C1     CC3162
   553     1    30        NAM         H1       HCA1
   554     1    30        NAM         C5     CC3163
   555     1    30        NAM         H5       HCA1
   556     1    30        NAM         O5     OC3C61
   557     1    30        NAM         C2     CC3161
   558     1    30        NAM         H2       HCA1
   559     1    30        NAM         NC        NH1
   560     1    30        NAM         HN          H
   561     1    30        NAM         CM         CC
   562     1    30        NAM         OM          O
   563     1    30        NAM         CC        CT3
   564     1    30        NAM        HC1        HA3
   565     1    30        NAM        HC2        HA3
   566     1    30        NAM        HC3        HA3
   567     1    30        NAM         C3     CC3161
   568     1    30        NAM         H3       HCA1
   569     1    30        NAM         O3      OC311
   570     1    30        NAM         CA        CT1
   571     1    30        NAM         HA        HB1
   572     1    30        NAM          C          C
   573     1    30        NAM          O          O
   574     1    30        NAM         CB        CT3
   575     1    30        NAM        HB1        HA3
   576     1    30        NAM        HB2        HA3
   577     1    30        NAM        HB3        HA3
   578     1    30        NAM         C4     CC3161
   579     1    30        NAM         H4       HCA1
   580     1    30        NAM         O4      OC301
   581     1    30        NAM         C6      CC321
   582     1    30        NAM        H61       HCA2
   583     1    30        NAM        H62       HCA2
   584     1    30        NAM         O6      OC311
   585     1    30        NAM        HO6       HCP1
   586     1    31        ALA          N        NH1
   587     1    31        ALA         HN          H
   588     1    31        ALA         CA        CT1
   589     1    31        ALA         HA        HB1
   590     1    31        ALA         CB        CT3
   591     1    31        ALA        HB1        HA3
   592     1    31        ALA        HB2        HA3
   593     1    31        ALA        HB3        HA3
   594     1    31        ALA          C          C
   595     1    31        ALA          O          O
   596     1    32        GLN          N        NH1
   597     1    32        GLN         HN          H
   598     1    32        GLN         CA        CT1
   599     1    32        GLN         HA        HB1
   600     1    32        GLN         CD         CC
   601     1    32        GLN        OE1          O
   602     1    32        GLN        NE2        NH2
   603     1    32        GLN       HE21          H
   604     1    32        GLN       HE22          H
   605     1    32        GLN         CB        CT2
   606     1    32        GLN        HB1        HA2
   607     1    32        GLN        HB2        HA2
   608     1    32        GLN         CG        CT2
   609     1    32        GLN        HG1        HA2
   610     1    32        GLN        HG2        HA2
   611     1    32        GLN          C          C
   612     1    32        GLN          O          O
   613     1    33        LYS          N        NH1
   614     1    33        LYS         HN          H
   615     1    33        LYS         CA        CT1
   616     1    33        LYS         HA        HB1
   617     1    33        LYS         CB        CT2
   618     1    33        LYS        HB1        HA2
   619     1    33        LYS        HB2        HA2
   620     1    33        LYS         CG        CT2
   621     1    33        LYS        HG1        HA2
   622     1    33        LYS        HG2        HA2
   623     1    33        LYS         CD        CT2
   624     1    33        LYS        HD1        HA2
   625     1    33        LYS        HD2        HA2
   626     1    33        LYS         CE        CT2
   627     1    33        LYS        HE1        HA2
   628     1    33        LYS        HE2        HA2
   629     1    33        LYS         NZ        NH3
   630     1    33        LYS        HZ1         HC
   631     1    33        LYS        HZ2         HC
   632     1    33        LYS        HZ3         HC
   633     1    33        LYS          C          C
   634     1    33        LYS          O          O
   635     1    34        DAL          N        NH1
   636     1    34        DAL         HN          H
   637     1    34        DAL         CA       CTD1
   638     1    34        DAL         HA        HB1
   639     1    34        DAL         CB        CT3
   640     1    34        DAL        HB1        HA3
   641     1    34        DAL        HB2        HA3
   642     1    34        DAL        HB3        HA3
   643     1    34        DAL          C          C
   644     1    34        DAL          O          O
   645     1    35        DAL          N        NH1
   646     1    35        DAL         HN          H
   647     1    35        DAL         CA       CTD1
   648     1    35        DAL         HA        HB1
   649     1    35        DAL         CB        CT3
   650     1    35        DAL        HB1        HA3
   651     1    35        DAL        HB2        HA3
   652     1    35        DAL        HB3        HA3
   653     1    35        DAL          C         CC
   654     1    35        DAL        OC1         OC
   655     1    35        DAL        OC2         OC
   656     1    36        NAG         C1     CC3162
   657     1    36        NAG         H1       HCA1
   658     1    36        NAG         C5     CC3163
   659     1    36        NAG         H5       HCA1
   660     1    36        NAG         O5     OC3C61
   661     1    36        NAG         C2     CC3161
   662     1    36        NAG         H2       HCA1
   663     1    36        NAG         NC        NH1
   664     1    36        NAG         HN          H
   665     1    36        NAG         CM         CC
   666     1    36        NAG         OM          O
   667     1    36        NAG         CC        CT3
   668     1    36        NAG        HC1        HA3
   669     1    36        NAG        HC2        HA3
   670     1    36        NAG        HC3        HA3
   671     1    36        NAG         C3     CC3161
   672     1    36        NAG         H3       HCA1
   673     1    36        NAG         O3      OC311
   674     1    36        NAG        HO3       HCP1
   675     1    36        NAG         C4     CC3161
   676     1    36        NAG         H4       HCA1
   677     1    36        NAG         O4      OC301
   678     1    36        NAG         C6      CC321
   679     1    36        NAG        H61       HCA2
   680     1    36        NAG        H62       HCA2
   681     1    36        NAG         O6      OC311
   682     1    36        NAG        HO6       HCP1
   683     1    37        NAM         C1     CC3162
   684     1    37        NAM         H1       HCA1
   685     1    37        NAM         C5     CC3163
   686     1    37        NAM         H5       HCA1
   687     1    37        NAM         O5     OC3C61
   688     1    37        NAM         C2     CC3161
   689     1    37        NAM         H2       HCA1
   690     1    37        NAM         NC        NH1
   691     1    37        NAM         HN          H
   692     1    37        NAM         CM         CC
   693     1    37        NAM         OM          O
   694     1    37        NAM         CC        CT3
   695     1    37        NAM        HC1        HA3
   696     1    37        NAM        HC2        HA3
   697     1    37        NAM        HC3        HA3
   698     1    37        NAM         C3     CC3161
   699     1    37        NAM         H3       HCA1
   700     1    37        NAM         O3      OC311
   701     1    37        NAM         CA        CT1
   702     1    37        NAM         HA        HB1
   703     1    37        NAM          C          C
   704     1    37        NAM          O          O
   705     1    37        NAM         CB        CT3
   706     1    37        NAM        HB1        HA3
   707     1    37        NAM        HB2        HA3
   708     1    37        NAM        HB3        HA3
   709     1    37        NAM         C4     CC3161
   710     1    37        NAM         H4       HCA1
   711     1    37        NAM         O4      OC301
   712     1    37        NAM         C6      CC321
   713     1    37        NAM        H61       HCA2
   714     1    37        NAM        H62       HCA2
   715     1    37        NAM         O6      OC311
   716     1    37        NAM        HO6       HCP1
   717     1    38        ALA          N        NH1
   718     1    38        ALA         HN          H
   719     1    38        ALA         CA        CT1
   720     1    38        ALA         HA        HB1
   721     1    38        ALA         CB        CT3
   722     1    38        ALA        HB1        HA3
   723     1    38        ALA        HB2        HA3
   724     1    38        ALA        HB3        HA3
   725     1    38        ALA          C          C
   726     1    38        ALA          O          O
   727     1    39        GLN          N        NH1
   728     1    39        GLN         HN          H
   729     1    39        GLN         CA        CT1
   730     1    39        GLN         HA        HB1
   731     1    39        GLN         CD         CC
   732     1    39        GLN        OE1          O
   733     1    39        GLN        NE2        NH2
   734     1    39        GLN       HE21          H
   735     1    39        GLN       HE22          H
   736     1    39        GLN         CB        CT2
   737     1    39        GLN        HB1        HA2
   738     1    39        GLN        HB2        HA2
   739     1    39        GLN         CG        CT2
   740     1    39        GLN        HG1        HA2
   741     1    39        GLN        HG2        HA2
   742     1    39        GLN          C          C
   743     1    39        GLN          O          O
   744     1    40        LYS          N        NH1
   745     1    40        LYS         HN          H
   746     1    40        LYS         CA        CT1
   747     1    40        LYS         HA        HB1
   748     1    40        LYS         CB        CT2
   749     1    40        LYS        HB1        HA2
   750     1    40        LYS        HB2        HA2
   751     1    40        LYS         CG        CT2
   752     1    40        LYS        HG1        HA2
   753     1    40        LYS        HG2        HA2
   754     1    40        LYS         CD        CT2
   755     1    40        LYS        HD1        HA2
   756     1    40        LYS        HD2        HA2
   757     1    40        LYS         CE        CT2
   758     1    40        LYS        HE1        HA2
   759     1    40        LYS        HE2        HA2
   760     1    40        LYS         NZ        NH3
   761     1    40        LYS        HZ1         HC
   762     1    40        LYS        HZ2         HC
   763     1    40        LYS        HZ3         HC
   764     1    40        LYS          C          C
   765     1    40        LYS          O          O
   766     1    41        DAL          N        NH1
   767     1    41        DAL         HN          H
   768     1    41        DAL         CA       CTD1
   769     1    41        DAL         HA        HB1
   770     1    41        DAL         CB        CT3
   771     1    41        DAL        HB1        HA3
   772     1    41        DAL        HB2        HA3
   773     1    41        DAL        HB3        HA3
   774     1    41        DAL          C          C
