           1         105         119
             2         236         250
             3         367         381
             4         498         512
           5         629         643
             6         760         774
           7         891         905
           8        1022        1036
             9        1153        1167
          10        1284        1298
          11        1415        1429
             12        1546        1560
             13        1677        1691

