           1        1808        1822
             2        1939        1953
              3        2070        2084
           4        2201        2215
           5        2332        2346
           6        2463        2477
             7        2594        2608
           8        2725        2739
           9        2856        2870
             10        2987        3001
             11        3118        3132
             12        3249        3263
          13        3380        3394
