           1        3511        3525
           2        3642        3656
           3        3773        3787
           4        3904        3918
           5        4035        4049
           6        4166        4180
           7        4297        4311
           8        4428        4442
           9        4559        4573
          10        4690        4704
          11        4821        4835
          12        4952        4966
          13        5083        5097
