#bonds between atom-i and atom-j
1	2
1       3 	
1	7
1	8
3	4
5       6
5       7
5       29
5       32
8       9
8       10
8       18
10      11
10      12
12      13
12      14
14      15
14      16
14      17
18      19
18      20
18      29
20      21
21      22
21      23
21      25
23      24
23      -4
25      26
25      27
25      28
29      30
29      31
31     -1
32      33
32      34
32      35
35      36
