#bonds between atom-i and atom-j
1      -3
1       2
1       3
3       4
3       5
3       19 
5       6
5       7
5       8
8       9
8      10
8      11
11     12
11     13
11     14
14     15
14     16
14     17
17     18
17     -6
19     20
19     -4
