#bonds between atom-i and atom-j
1	2
1       5	
1	6
1	-2
3	4
3       5
3       27
3       30
6       7
6       8
6       16
8       9
8       10
10      11
10      12
12      13
12      14
12      15
16      17
16      18
16      27
18      19
19      20
19      21
19      23
21      22
21     -4
23      24
23      25
23      26
27      28
27      29
29      -1
30      31
30      32
30      33
33      34
