#nr. atom atomtype  charge   mass
DAL
1    N     NH1   -0.47    14.0070
2    HN    H      0.31     1.0080
3    CA    CTD1   0.07    12.0110
4    HA    HB1    0.09     1.0080
5    CB    CT3   -0.27    12.0110
6    HB1   HA3    0.09     1.008
7    HB2   HA3    0.09     1.008
8    HB3   HA3    0.09     1.008
9    C     CC     0.34    12.011
10   OC1   OC    -0.67    15.9994
11   OC2   OC    -0.67    15.9994
