#bonds between atom-i and atom-j
1	2
1	5
1	6
1      -2
3	4
3       5
3       20
3       23
6       7
6       8
6       16
8       9
8       10
10      11
10      12
12      13
12      14
12      15
16      17
16      18
16      20
18      19
20      21
20      22
22      -1
23      24
23      25
23      26
26      27
